Type                                  Module                      Label             Process   
vector<reco::CaloJet>                 "hltBSoftMuonGetJetsFromDiJet40L1FastJet"   ""                "HLT"     
vector<reco::CaloJet>                 "hltBSoftMuonGetJetsFromDiJet70L1FastJet"   ""                "HLT"     
vector<reco::CaloJet>                 "hltBSoftMuonGetJetsFromJet300L1AK8FastJet"   ""                "HLT"     
vector<reco::CaloJet>                 "hltBSoftMuonGetJetsFromJet300L1FastJet"   ""                "HLT"     
vector<reco::CaloJet>                 "hltBSoftMuonJet300L1AK8FastJetL25Jets"   ""                "HLT"     
vector<reco::CaloJet>                 "hltBSoftMuonJet300L1FastJetL25Jets"   ""                "HLT"     
vector<reco::CaloJet>                 "hltCaloJetFromPV"          ""                "HLT"     
vector<reco::CaloJet>                 "hltCaloJetsSix25ForHt"     ""                "HLT"     
vector<reco::CaloJet>                 "hltCaloJetsSix35ForHt"     ""                "HLT"     
vector<reco::CaloJet>                 "hltCentralCaloJetpt80CollectionProducer"   ""                "HLT"     
vector<reco::CaloJet>                 "hltCentralCaloJetptLowPtCollectionProducer"   ""                "HLT"     
vector<reco::CaloJet>                 "hltCentralHadronCaloJetpt40CollectionProducerTightID"   ""                "HLT"     
vector<reco::CaloJet>                 "hltCentralHadronCaloJetpt40CollectionProducerVTightID"   ""                "HLT"     
vector<reco::CaloJet>                 "hltCentralHadronCaloJetpt40CollectionProducerVVTightID"   ""                "HLT"     
vector<reco::CaloJet>                 "hltDisplacedHLTCaloJet40FilteredLooseCollectionProducer"   ""                "HLT"     
vector<reco::CaloJet>                 "hltDisplacedHLTCaloJet60FilteredLooseCollectionProducer"   ""                "HLT"     
vector<reco::CaloJet>                 "hltDisplacedHLTCaloJet60FilteredTightCollectionProducer"   ""                "HLT"     
vector<reco::CaloJet>                 "hltDisplacedHLTCaloJetCollectionProducer"   ""                "HLT"     
vector<reco::CaloJet>                 "hltDisplacedHLTCaloJetCollectionProducerFromVBF"   ""                "HLT"     
vector<reco::CaloJet>                 "hltDisplacedHLTCaloJetCollectionProducerLowPt"   ""                "HLT"     
vector<reco::CaloJet>                 "hltDisplacedHLTHadronJetCollectionProducerTightID"   ""                "HLT"     
vector<reco::CaloJet>                 "hltDisplacedHLTHadronJetCollectionProducerVTightID"   ""                "HLT"     
vector<reco::CaloJet>                 "hltDisplacedHLTHadronJetCollectionProducerVVTightID"   ""                "HLT"     
vector<reco::CaloJet>                 "hltEmFraction0p01To0p99CaloJetSelector"   ""                "HLT"     
vector<reco::CaloJet>                 "hltFastPVJetVertexChecker"   ""                "HLT"     
vector<reco::CaloJet>                 "hltHighHadFractionCaloJetSelectorTightID"   ""                "HLT"     
vector<reco::CaloJet>                 "hltHighHadFractionCaloJetSelectorVTightID"   ""                "HLT"     
vector<reco::CaloJet>                 "hltHighHadFractionCaloJetSelectorVVTightID"   ""                "HLT"     
vector<reco::CaloJet>                 "hltIter02DisplacedHLTCaloJetCollectionProducer"   ""                "HLT"     
vector<reco::CaloJet>                 "hltIter02DisplacedHLTCaloJetCollectionProducerFromVBF"   ""                "HLT"     
vector<reco::CaloJet>                 "hltIter02DisplacedHLTCaloJetCollectionProducerLowPt"   ""                "HLT"     
vector<reco::CaloJet>                 "hltL2TauJetsIso"           ""                "HLT"     
vector<reco::CaloJet>                 "hltL2TauJetsL1IsoTauSeeded"   ""                "HLT"     
vector<reco::CaloJet>                 "hltL2TausForPixelIsolation"   ""                "HLT"     
vector<reco::CaloJet>                 "hltSelector4CentralJetsL1FastJet"   ""                "HLT"     
vector<reco::CaloJet>                 "hltSelector4JetsDiJet110L1FastJet"   ""                "HLT"     
vector<reco::CaloJet>                 "hltSelector4JetsDiJet200L1FastJet"   ""                "HLT"     
vector<reco::CaloJet>                 "hltSelector4JetsDiJet20L1FastJet"   ""                "HLT"     
vector<reco::CaloJet>                 "hltSelector4JetsDiJet40L1FastJet"   ""                "HLT"     
vector<reco::CaloJet>                 "hltSelector4JetsDiJet70L1FastJet"   ""                "HLT"     
vector<reco::CaloJet>                 "hltSelector4JetsJet300L1AK8FastJet"   ""                "HLT"     
vector<reco::CaloJet>                 "hltSelector4JetsJet300L1FastJet"   ""                "HLT"     
vector<reco::CaloJet>                 "hltSelector6CentralJetsL1FastJet"   ""                "HLT"     
vector<reco::CaloJet>                 "hltSelector8CentralJetsL1FastJet"   ""                "HLT"     
vector<reco::CaloJet>                 "hltSelectorCentralJets20L1FastJeta"   ""                "HLT"     
vector<reco::CaloJet>                 "hltSelectorCentralJets30L1FastJeta"   ""                "HLT"     
vector<reco::CaloJet>                 "hltSelectorCentralJets80L1FastJet"   ""                "HLT"     
vector<reco::CaloJet>                 "hltSelectorJets20L1FastJet"   ""                "HLT"     
vector<reco::CaloJet>                 "hltSelectorJets20L1FastJetForNoPU"   ""                "HLT"     
vector<reco::CaloJet>                 "hltSelectorJets30L1FastJet"   ""                "HLT"     
vector<reco::CaloJet>                 "hltSelectorJets80L1FastJet"   ""                "HLT"     
vector<reco::CaloJet>                 "hltSingleCentralCaloJetpt40CollectionProducer"   ""                "HLT"     
vector<reco::CaloJet>                 "hltSingleCentralCaloJetpt60CollectionProducer"   ""                "HLT"     
vector<reco::CaloJet>                 "hltStoppedHSCPIterativeCone4CaloJets"   ""                "HLT"     
vector<reco::CaloJet>                 "hltCaloJetFromPV"          "PUjets"          "HLT"     
vector<reco::CaloMET>                 "hltMet"                    ""                "HLT"     
vector<reco::CaloMET>                 "hltMetClean"               ""                "HLT"     
vector<reco::CaloMET>                 "hltMetCleanBH"             ""                "HLT"     
vector<reco::CaloMET>                 "hltMetCleanUsingJetID"     ""                "HLT"     
vector<reco::Electron>                "hltEgammaGsfElectrons"     ""                "HLT"     
vector<reco::Electron>                "hltEgammaGsfElectronsUnseeded"   ""                "HLT"     
vector<reco::GenJet>                  "ak4GenJets"                ""                "HLT"     
vector<reco::GenJet>                  "ak4GenJetsNoNu"            ""                "HLT"     
vector<reco::GenJet>                  "ak8GenJets"                ""                "HLT"     
vector<reco::GenJet>                  "ak8GenJetsNoNu"            ""                "HLT"     
vector<reco::GenMET>                  "genMetCalo"                ""                "HLT"     
vector<reco::GenMET>                  "genMetTrue"                ""                "HLT"     
vector<reco::GenParticle>             "genParticles"              ""                "HLT"     
vector<reco::GsfTrack>                "hltEgammaGsfTracks"        ""                "HLT"     
vector<reco::GsfTrackExtra>           "hltEgammaGsfTracks"        ""                "HLT"     
vector<reco::IsolatedPixelTrackCandidate>    "hltHcalITIPTCorrectorHB"   ""                "HLT"     
vector<reco::IsolatedPixelTrackCandidate>    "hltHcalITIPTCorrectorHE"   ""                "HLT"     
vector<reco::IsolatedPixelTrackCandidate>    "hltIsolEcalPixelTrackProdHB"   ""                "HLT"     
vector<reco::IsolatedPixelTrackCandidate>    "hltIsolEcalPixelTrackProdHE"   ""                "HLT"     
vector<reco::IsolatedPixelTrackCandidate>    "hltIsolPixelTrackProdHB"   ""                "HLT"     
vector<reco::IsolatedPixelTrackCandidate>    "hltIsolPixelTrackProdHE"   ""                "HLT"     
vector<reco::MET>                     "hltAK8HtMht"               ""                "HLT"     
vector<reco::MET>                     "hltAK8HtMhtForMC"          ""                "HLT"     
vector<reco::MET>                     "hltAK8PFHT"                ""                "HLT"     
vector<reco::MET>                     "hltAK8PFHTForMC"           ""                "HLT"     
vector<reco::MET>                     "hltBTagPFCSVp063DoubleMbb60200Ptb5030"   ""                "HLT"     
vector<reco::MET>                     "hltHtMht"                  ""                "HLT"     
vector<reco::MET>                     "hltHtMht4Jet"              ""                "HLT"     
vector<reco::MET>                     "hltHtMhtCaloJetsSixC25"    ""                "HLT"     
vector<reco::MET>                     "hltHtMhtCaloJetsSixC35"    ""                "HLT"     
vector<reco::MET>                     "hltHtMhtEcal"              ""                "HLT"     
vector<reco::MET>                     "hltHtMhtForMC"             ""                "HLT"     
vector<reco::MET>                     "hltHtMhtJet30"             ""                "HLT"     
vector<reco::MET>                     "hltHtMhtPFJetsSixC30"      ""                "HLT"     
vector<reco::MET>                     "hltHtMhtPFJetsSixC40"      ""                "HLT"     
vector<reco::MET>                     "hltMHTNoPU"                ""                "HLT"     
vector<reco::MET>                     "hltMR300Calo"              ""                "HLT"     
vector<reco::MET>                     "hltMR350Calo"              ""                "HLT"     
vector<reco::MET>                     "hltMR400Calo"              ""                "HLT"     
vector<reco::MET>                     "hltMR450Calo"              ""                "HLT"     
vector<reco::MET>                     "hltMht"                    ""                "HLT"     
vector<reco::MET>                     "hltPFHT"                   ""                "HLT"     
vector<reco::MET>                     "hltPFHT4JetPt50"           ""                "HLT"     
vector<reco::MET>                     "hltPFHT4JetPt70"           ""                "HLT"     
vector<reco::MET>                     "hltPFHT4JetPt80"           ""                "HLT"     
vector<reco::MET>                     "hltPFHTForMC"              ""                "HLT"     
vector<reco::MET>                     "hltPFHTJet30"              ""                "HLT"     
vector<reco::MET>                     "hltPFMHTNoMuTightID"       ""                "HLT"     
vector<reco::MET>                     "hltPFMHTTightID"           ""                "HLT"     
vector<reco::MET>                     "hltRsq0p02MR400"           ""                "HLT"     
vector<reco::MET>                     "hltRsq0p02MR450"           ""                "HLT"     
vector<reco::MET>                     "hltRsq0p02MR500"           ""                "HLT"     
vector<reco::MET>                     "hltRsq0p02MR550"           ""                "HLT"     
vector<reco::MET>                     "hltRsq0p16Calo"            ""                "HLT"     
vector<reco::MET>                     "hltRsq0p25"                ""                "HLT"     
vector<reco::MET>                     "hltRsq0p30"                ""                "HLT"     
vector<reco::MET>                     "hltRsqMR220Rsq0p0196MR100Calo"   ""                "HLT"     
vector<reco::MET>                     "hltRsqMR270Rsq0p09MR200"   ""                "HLT"     
vector<reco::MuonTrackLinks>          "hltL3MuonsIOHit"           ""                "HLT"     
vector<reco::MuonTrackLinks>          "hltL3MuonsLinksCombination"   ""                "HLT"     
vector<reco::MuonTrackLinks>          "hltL3MuonsOIHit"           ""                "HLT"     
vector<reco::MuonTrackLinks>          "hltL3MuonsOIState"         ""                "HLT"     
vector<reco::PFCandidate>             "hltParticleFlow"           ""                "HLT"     
vector<reco::PFCandidate>             "hltParticleFlowForTaus"    ""                "HLT"     
vector<reco::PFCandidate>             "hltParticleFlow"           "AddedMuonsAndHadrons"   "HLT"     
vector<reco::PFCandidate>             "hltParticleFlowForTaus"    "AddedMuonsAndHadrons"   "HLT"     
vector<reco::PFCandidate>             "hltParticleFlow"           "CleanedCosmicsMuons"   "HLT"     
vector<reco::PFCandidate>             "hltParticleFlowForTaus"    "CleanedCosmicsMuons"   "HLT"     
vector<reco::PFCandidate>             "hltParticleFlow"           "CleanedFakeMuons"   "HLT"     
vector<reco::PFCandidate>             "hltParticleFlowForTaus"    "CleanedFakeMuons"   "HLT"     
vector<reco::PFCandidate>             "hltParticleFlow"           "CleanedHF"       "HLT"     
vector<reco::PFCandidate>             "hltParticleFlowForTaus"    "CleanedHF"       "HLT"     
vector<reco::PFCandidate>             "hltParticleFlow"           "CleanedPunchThroughMuons"   "HLT"     
vector<reco::PFCandidate>             "hltParticleFlowForTaus"    "CleanedPunchThroughMuons"   "HLT"     
vector<reco::PFCandidate>             "hltParticleFlow"           "CleanedPunchThroughNeutralHadrons"   "HLT"     
vector<reco::PFCandidate>             "hltParticleFlowForTaus"    "CleanedPunchThroughNeutralHadrons"   "HLT"     
vector<reco::PFCandidate>             "hltParticleFlow"           "CleanedTrackerAndGlobalMuons"   "HLT"     
vector<reco::PFCandidate>             "hltParticleFlowForTaus"    "CleanedTrackerAndGlobalMuons"   "HLT"     
vector<reco::PFJet>                   "hltAK4PFJets"              ""                "HLT"     
vector<reco::PFJet>                   "hltAK4PFJetsCFMax0p1"      ""                "HLT"     
vector<reco::PFJet>                   "hltAK4PFJetsCFMax0p5"      ""                "HLT"     
vector<reco::PFJet>                   "hltAK4PFJetsCorrected"     ""                "HLT"     
vector<reco::PFJet>                   "hltAK4PFJetsCorrectedCFMax0p1"   ""                "HLT"     
